,Unnamed: 0,location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,foreign_worker,class,application_date,works_outside_US,kmeans_labels
382,382,"Nueces, TX",Texas,0.0,6.0,'critical/other existing credit','new car',362,0.0,1<=X<4,4,'female div/dep/mar',none,4,car,31,none,own,2,'unskilled resident',1,yes,Good,5/24/1995,yes,0
383,383,"Tarrant, TX",Texas,-4951.09,20.0,'existing paid',furniture/equipment,2212,0.0,4<=X<7,4,'male single',none,0,car,39,none,own,1,skilled,1,no,Good,5/25/1995,no,0
384,384,"Travis, TX",Texas,16.25,18.0,'existing paid','used car',12976,15.8,unemployed,0,Unknown,Unknown,4,Other,38,none,'for free',1,'high qualif/self emp/mgmt',Unknown,no,Bad,5/26/1995,no,1
385,385,"Dallas, TX",Texas,0.0,22.0,'existing paid',Unknown,1283,0.0,4<=X<7,4,'female div/dep/mar',none,4,'life insurance',25,none,rent,1,skilled,1,Unknown,Bad,5/27/1995,Unknown,0
386,386,"Harris, TX",Texas,6548.27,12.0,'existing paid','new car',1330,41.97,<1,4,'male single',none,1,'real estate',26,none,own,1,skilled,1,no,Good,5/28/1995,no,0
387,387,"Bexar, TX",Texas,0.0,30.0,'delayed previously',business,4272,0.0,Unknown,2,'male single',Unknown,2,'life insurance',26,none,own,2,'unskilled resident',1,no,Good,5/29/1995,no,2
388,388,"Prince William, VA",Virginia,0.0,18.0,'critical/other existing credit',radio/tv,2238,0.0,1<=X<4,2,'female div/dep/mar',none,1,car,25,Other,own,2,Other,1,Unknown,Good,5/30/1995,Unknown,0
389,389,"Norfolk, VA",Virginia,0.0,18.0,'existing paid',Unknown,1126,0.0,Unknown,4,Unknown,none,2,'real estate',21,none,rent,1,skilled,1,no,Bad,5/31/1995,no,0
390,390,"Richmond, VA",Virginia,5.42,18.0,'critical/other existing credit',furniture/equipment,3234,35.21,Unknown,4,'male single',none,4,Other,40,stores,own,0,Other,Unknown,yes,Bad,6/1/1995,yes,2
391,391,"Milwaukee, WI",Wisconsin,7.52,15.0,'critical/other existing credit',business,2326,0.0,1<=X<4,2,'male single',none,4,car,27,bank,own,1,skilled,1,yes,Bad,6/2/1995,yes,0
392,392,"Maricopa, AZ",Arizona,0.0,9.0,'existing paid',business,1449,0.0,4<=X<7,3,'female div/dep/mar',none,2,car,27,none,own,2,skilled,1,no,Good,6/3/1995,no,0
393,393,"Alameda, CA",California,0.0,18.0,'existing paid','new car',1820,0.0,1<=X<4,2,'male mar/wid',none,0,Other,30,none,own,1,'high qualif/self emp/mgmt',1,no,Good,6/4/1995,no,0
394,394,"Los Angeles, CA",California,94.64,12.0,'existing paid',furniture/equipment,983,7709.45,<1,1,Unknown,none,4,'real estate',19,none,rent,1,'unskilled resident',1,yes,Bad,6/5/1995,yes,0
395,395,"Los Angeles, CA",California,-4316.81,36.0,'existing paid','new car',3249,58.43,4<=X<7,2,'male single',none,4,'no known property',39,bank,'for free',1,'high qualif/self emp/mgmt',2,yes,Good,6/6/1995,yes,2
396,396,"Los Angeles, CA",California,-9454.08,6.0,'critical/other existing credit',radio/tv,1957,33.62,4<=X<7,1,'female div/dep/mar',none,4,car,31,Other,own,1,skilled,1,yes,Bad,6/7/1995,yes,0
397,397,"Los Angeles, CA",California,0.0,9.0,'critical/other existing credit',furniture/equipment,2406,0.0,unemployed,2,'male single',none,3,car,31,none,own,0,'high qualif/self emp/mgmt',1,Unknown,Good,6/8/1995,Unknown,0
398,398,"Sacramento, CA",California,83.64,39.0,'delayed previously',education,11760,450.89,4<=X<7,2,Unknown,none,3,'no known property',32,none,rent,1,skilled,1,yes,Good,6/9/1995,yes,1
399,399,"San Bernardino, CA",California,-6338.95,12.0,'existing paid',furniture/equipment,2578,83.42,unemployed,3,'female div/dep/mar',none,4,'no known property',55,none,'for free',1,'high qualif/self emp/mgmt',1,yes,Good,6/10/1995,yes,0
400,400,"San Diego, CA",California,-6143.29,36.0,'critical/other existing credit',furniture/equipment,2348,28.22,1<=X<4,3,'male mar/wid',Unknown,0,'life insurance',46,none,own,2,skilled,Unknown,no,Good,6/11/1995,no,0
401,401,"San Francisco, CA",California,115.65,12.0,'existing paid','new car',1223,29.79,>=7,1,'male div/sep',none,1,'real estate',46,Other,rent,2,skilled,1,yes,Bad,6/12/1995,yes,0
402,402,District of Columbia,District of Columbia,0.0,20.0,'critical/other existing credit',radio/tv,1516,0.0,1<=X<4,0,'female div/dep/mar',none,1,'real estate',43,none,own,2,'unskilled resident',1,no,Good,6/13/1995,no,0
403,403,"Chatham, GA",Georgia,0.0,18.0,'existing paid',radio/tv,1473,0.0,<1,3,'male mar/wid',Unknown,4,'real estate',39,none,own,1,Other,1,yes,Good,6/14/1995,yes,0
404,404,"De Kalb, GA",Georgia,22.83,18.0,'critical/other existing credit',business,3234,0.0,1<=X<4,0,'male mar/wid',none,4,'real estate',28,Other,own,2,skilled,1,no,Good,6/15/1995,no,2
405,405,"De Kalb, GA",Georgia,0.0,20.0,'delayed previously',business,8648,0.0,<1,2,'male single',none,0,car,31,Other,Other,2,Other,1,no,Good,6/16/1995,no,1
406,406,"Fulton, GA",Georgia,0.0,14.0,'delayed previously','new car',802,0.0,Unknown,4,'male single',none,2,car,27,none,own,2,'unskilled resident',1,yes,Good,6/17/1995,yes,0
407,407,"Fulton, GA",Georgia,195.71,18.0,'delayed previously','new car',2899,0.0,Unknown,4,'male single',none,4,car,43,none,own,1,skilled,2,yes,Good,6/18/1995,yes,2
408,408,"Cook, IL",Illinois,195.91,24.0,no credit history,radio/tv,2039,0.0,Unknown,1,'male mar/wid',none,1,'life insurance',22,none,own,1,skilled,1,no,Good,6/19/1995,no,0
409,409,"Marion, IN",Indiana,0.0,20.0,'critical/other existing credit','used car',2197,0.0,4<=X<7,4,Unknown,none,4,car,43,Other,own,2,skilled,2,no,Bad,6/20/1995,no,0
410,410,"Jefferson, KY",Kentucky,-2070.55,15.0,'existing paid',radio/tv,3234,76.64,<1,4,'male mar/wid',none,0,'real estate',27,Other,own,1,Other,1,no,Good,6/21/1995,no,2
411,411,"East Baton Rouge, LA",Louisiana,0.0,24.0,'existing paid',radio/tv,3235,0.0,>=7,3,'male div/sep',none,2,car,26,none,own,1,'high qualif/self emp/mgmt',1,no,Bad,6/22/1995,no,2
412,412,"Orleans, LA",Louisiana,5427.63,12.0,'critical/other existing credit','new car',939,671.95,4<=X<7,4,'male mar/wid',none,2,Other,28,none,own,3,skilled,1,yes,Bad,6/23/1995,yes,0
413,413,"Suffolk, MA",Massachusetts,192.07,24.0,'existing paid',radio/tv,1967,37.69,>=7,4,'female div/dep/mar',none,4,Other,20,Other,own,1,skilled,1,yes,Good,6/24/1995,yes,0
414,414,"Baltimore city, MD",Maryland,0.0,33.0,'critical/other existing credit','used car',7253,0.0,4<=X<7,3,'male single',none,2,car,31,Other,own,2,'high qualif/self emp/mgmt',1,no,Bad,6/25/1995,no,1
415,415,"Wayne, MI",Michigan,0.0,12.0,'critical/other existing credit',business,2292,0.0,unemployed,4,'male single',none,2,car,42,stores,own,2,'high qualif/self emp/mgmt',1,no,Bad,6/26/1995,no,0
416,416,"Jackson, MO",Missouri,0.0,20.0,'existing paid','new car',1597,0.0,1<=X<4,3,'male single',none,2,'no known property',40,none,Other,1,Other,2,yes,Bad,6/27/1995,yes,0
417,417,"Kansas City, MO",Missouri,-5613.36,24.0,no credit history,'new car',1381,0.0,Unknown,4,'female div/dep/mar',Unknown,2,'life insurance',35,none,own,1,skilled,1,no,Good,6/28/1995,no,0
418,418,"Hinds, MS",Mississippi,0.0,36.0,'critical/other existing credit','used car',3234,0.0,>=7,2,'male single',none,2,'life insurance',35,none,own,2,skilled,2,no,Bad,6/29/1995,no,2
419,419,"Mecklenburg, NC",North Carolina,-1850.94,12.0,'existing paid','new car',2579,37.56,<1,4,'male single',none,1,'real estate',33,Other,own,1,'unskilled resident',2,no,Bad,6/30/1995,no,0
420,420,"Camden, NJ",New Jersey,-4803.59,18.0,'delayed previously',education,8471,0.0,Unknown,1,'female div/dep/mar',Unknown,2,car,23,none,rent,2,skilled,1,yes,Bad,7/1/1995,yes,1
421,421,"Mercer, NJ",New Jersey,0.0,21.0,'existing paid','new car',2782,0.0,4<=X<7,1,'female div/dep/mar',none,2,car,31,bank,own,1,'high qualif/self emp/mgmt',Unknown,no,Good,7/2/1995,no,2
422,422,"Passaic, NJ",New Jersey,75.95,18.0,'existing paid','new car',1042,0.0,1<=X<4,4,'female div/dep/mar',none,0,'life insurance',33,Other,own,1,skilled,1,no,Good,7/3/1995,no,0
423,423,"Essex, NJ",New Jersey,0.0,15.0,'existing paid','new car',3186,0.0,Unknown,2,'female div/dep/mar',none,3,car,20,none,rent,1,skilled,1,Unknown,Good,7/4/1995,Unknown,2
424,424,"Clark, NV",Nevada,141.44,12.0,'existing paid','used car',2028,0.0,1<=X<4,4,'male single',none,2,car,31,Other,own,1,skilled,1,yes,Good,7/5/1995,yes,0
425,425,"New York, NY",New York,24.74,12.0,'critical/other existing credit','new car',3234,7.07,4<=X<7,2,'male single',none,3,'real estate',47,none,own,2,Other,2,no,Good,7/6/1995,no,2
426,426,"Suffolk, NY",New York,0.0,20.0,'delayed previously',furniture/equipment,1591,0.0,4<=X<7,4,'male single',none,3,'real estate',34,none,own,2,'high qualif/self emp/mgmt',1,no,Good,7/7/1995,no,0
427,427,"Summit, OH",Ohio,30.0,12.0,'existing paid',furniture/equipment,2762,0.0,Unknown,1,'female div/dep/mar',none,2,'life insurance',25,bank,own,1,skilled,1,yes,Bad,7/8/1995,yes,2
428,428,"Franklin, OH",Ohio,183.33,18.0,'existing paid','used car',2779,87.39,1<=X<4,1,Unknown,none,3,car,21,Other,rent,1,skilled,1,Unknown,Good,7/9/1995,Unknown,2
429,429,"Multnomah, OR",Oregon,0.0,28.0,'critical/other existing credit',radio/tv,2743,0.0,>=7,4,'male single',none,2,car,29,none,Other,2,skilled,1,yes,Good,7/10/1995,yes,2
430,430,"Dauphin, PA",Pennsylvania,0.0,18.0,no credit history,radio/tv,1149,0.0,Unknown,4,'male single',none,3,'real estate',46,Other,own,2,skilled,1,no,Bad,7/11/1995,no,0
431,431,"Philadelphia, PA",Pennsylvania,0.0,9.0,'existing paid',Unknown,1313,0.0,>=7,1,'male single',none,4,car,20,none,own,1,Other,1,yes,Bad,7/12/1995,yes,0
432,432,"Charleston, SC",South Carolina,-3788.1,18.0,'critical/other existing credit',repairs,1190,13.37,unemployed,2,'female div/dep/mar',none,4,Other,55,none,'for free',3,'unemp/unskilled non res',2,Unknown,Good,7/13/1995,Unknown,0
433,433,"Greenville, SC",South Carolina,0.0,5.0,'existing paid',Unknown,3234,0.0,4<=X<7,1,'male single',none,0,'real estate',74,none,own,1,'unskilled resident',1,no,Bad,7/14/1995,no,2
434,434,"Davidson, TN",Tennessee,168.65,24.0,'existing paid',other,11328,56.29,1<=X<4,2,'male single','co applicant',3,car,29,bank,own,2,'high qualif/self emp/mgmt',1,no,Good,7/15/1995,no,1
435,435,"Shelby, TN",Tennessee,-2941.81,6.0,'critical/other existing credit',furniture/equipment,1872,47.8,unemployed,4,'male single',none,4,'no known property',36,none,'for free',3,'high qualif/self emp/mgmt',Unknown,no,Good,7/16/1995,no,0
436,436,"Tarrant, TX",Texas,0.0,24.0,'critical/other existing credit',repairs,2058,0.0,1<=X<4,4,'male div/sep',Unknown,2,'real estate',33,none,own,2,skilled,1,no,Good,7/17/1995,no,0
437,437,"Travis, TX",Texas,-9463.67,9.0,'existing paid',furniture/equipment,2136,0.0,1<=X<4,3,'male single',Unknown,2,'real estate',25,none,own,1,skilled,1,no,Good,7/18/1995,no,0
438,438,"Dallas, TX",Texas,1.11,12.0,'existing paid',radio/tv,1484,0.0,Unknown,2,'male mar/wid',Unknown,1,'real estate',25,none,own,1,skilled,1,no,Bad,7/19/1995,no,0
439,439,"Harris, TX",Texas,0.0,6.0,'existing paid',repairs,660,0.0,4<=X<7,2,'male mar/wid',none,4,'real estate',23,none,rent,1,'unskilled resident',1,yes,Bad,7/20/1995,yes,0
440,440,"Bexar, TX",Texas,0.0,24.0,'critical/other existing credit','new car',1287,0.0,>=7,4,'female div/dep/mar',none,4,'real estate',37,none,own,2,skilled,1,no,Good,7/21/1995,no,0
441,441,"Norfolk, VA",Virginia,-862.49,42.0,'critical/other existing credit',repairs,3394,96.37,unemployed,4,'male single','co applicant',4,car,65,none,own,2,'unemp/unskilled non res',1,yes,Bad,7/22/1995,yes,2
442,442,"Richmond, VA",Virginia,8529.36,12.0,'all paid',business,609,65.35,<1,4,'female div/dep/mar',none,0,'real estate',26,none,own,1,'unemp/unskilled non res',1,yes,Bad,7/23/1995,yes,0
443,443,"Milwaukee, WI",Wisconsin,0.0,12.0,'existing paid','new car',1884,0.0,>=7,4,Unknown,none,4,car,39,none,own,1,'high qualif/self emp/mgmt',1,Unknown,Good,7/24/1995,Unknown,0
444,444,"Maricopa, AZ",Arizona,-3497.13,12.0,'existing paid',furniture/equipment,3234,62.94,Unknown,2,'female div/dep/mar','co applicant',3,Other,30,none,own,1,skilled,Unknown,yes,Bad,7/25/1995,yes,2
445,445,"Alameda, CA",California,105.82,20.0,'delayed previously',other,2629,51.43,1<=X<4,2,Unknown,none,3,car,29,bank,own,2,skilled,1,no,Good,7/26/1995,no,0
446,446,"Los Angeles, CA",California,0.0,12.0,'existing paid',education,719,0.0,>=7,4,'male single',none,4,car,41,bank,own,1,'unskilled resident',2,no,Bad,7/27/1995,no,0
447,447,"Los Angeles, CA",California,197.33,48.0,'critical/other existing credit',furniture/equipment,5096,66.53,1<=X<4,2,'female div/dep/mar',none,3,car,30,none,own,1,'high qualif/self emp/mgmt',1,yes,Bad,7/28/1995,yes,2
448,448,"Sacramento, CA",California,0.0,9.0,'critical/other existing credit',education,1244,0.0,>=7,4,'female div/dep/mar',none,4,'life insurance',31,none,rent,2,'unskilled resident',1,no,Good,7/29/1995,no,0
449,449,"San Diego, CA",California,-616.99,36.0,'existing paid','new car',1842,39.36,<1,4,'female div/dep/mar',none,4,car,34,none,own,1,skilled,1,yes,Good,7/30/1995,yes,0
450,450,"San Francisco, CA",California,44.66,7.0,'existing paid',Unknown,2576,70.0,1<=X<4,2,Unknown,guarantor,2,'real estate',35,none,own,1,skilled,1,no,Bad,7/31/1995,no,0
451,451,District of Columbia,District of Columbia,4343.18,12.0,'existing paid',furniture/equipment,1424,0.0,>=7,3,'female div/dep/mar',none,4,'real estate',31,none,own,1,'high qualif/self emp/mgmt',Unknown,yes,Good,8/1/1995,yes,0
452,452,"Chatham, GA",Georgia,61.71,20.0,'delayed previously',repairs,1512,5269.98,1<=X<4,3,Unknown,none,3,'life insurance',61,stores,Other,2,skilled,1,no,Good,8/2/1995,no,0
453,453,"De Kalb, GA",Georgia,0.0,36.0,'critical/other existing credit','used car',11054,0.0,1<=X<4,0,'male single',none,2,car,30,Other,own,1,'high qualif/self emp/mgmt',1,yes,Bad,8/3/1995,yes,1
454,454,"Fulton, GA",Georgia,0.0,20.0,'existing paid',radio/tv,518,0.0,1<=X<4,3,'female div/dep/mar',none,1,'real estate',29,none,own,1,skilled,1,yes,Good,8/4/1995,yes,0
455,455,"Cook, IL",Illinois,0.0,12.0,'no credits/all paid',furniture/equipment,2759,0.0,>=7,2,'male single',none,4,'life insurance',34,none,own,2,skilled,1,yes,Good,8/5/1995,yes,2
456,456,"Marion, IN",Indiana,0.0,24.0,'existing paid','used car',2670,0.0,>=7,4,'male single',none,4,car,35,Other,Other,1,'high qualif/self emp/mgmt',Unknown,no,Good,8/6/1995,no,0
457,457,"Orleans, LA",Louisiana,-8908.17,24.0,'existing paid','new car',4817,50.51,4<=X<7,2,'male single','co applicant',3,'life insurance',31,none,own,1,skilled,1,no,Good,8/7/1995,no,2
458,458,"Baltimore city, MD",Maryland,0.0,24.0,no credit history,'used car',2679,0.0,<1,4,Unknown,none,1,'no known property',29,none,own,1,'high qualif/self emp/mgmt',Unknown,yes,Bad,8/8/1995,yes,2
459,459,"Wayne, MI",Michigan,-6832.38,11.0,'critical/other existing credit','new car',3234,0.0,1<=X<4,2,'male single',none,2,'real estate',31,none,rent,2,skilled,2,yes,Bad,8/9/1995,yes,2
460,460,"Jackson, MO",Missouri,-6919.2,12.0,'existing paid','used car',3386,33.9,>=7,0,'male single',none,4,'no known property',35,none,'for free',1,skilled,1,no,Bad,8/10/1995,no,2
461,461,"St. Louis, MO",Missouri,-4746.34,6.0,'existing paid',Unknown,343,39.12,<1,0,Unknown,none,1,'real estate',27,none,own,1,skilled,1,yes,Good,8/11/1995,yes,0
462,462,"Hinds, MS",Mississippi,0.0,18.0,'existing paid',radio/tv,4594,0.0,<1,3,'male single',none,2,car,32,none,own,1,skilled,1,yes,Bad,8/12/1995,yes,2
463,463,"Mecklenburg, NC",North Carolina,-2858.08,36.0,'existing paid',furniture/equipment,3620,9.41,1<=X<4,1,'male single',guarantor,2,'life insurance',37,none,own,1,skilled,2,yes,Bad,8/13/1995,yes,2
464,464,"Camden, NJ",New Jersey,-8901.73,15.0,'existing paid','new car',3234,0.0,<1,2,'male single',none,3,'real estate',36,none,own,0,skilled,1,yes,Good,8/14/1995,yes,2
465,465,"Essex, NJ",New Jersey,113.17,12.0,'existing paid',furniture/equipment,3017,0.0,<1,3,'female div/dep/mar',none,1,'real estate',34,none,rent,1,'high qualif/self emp/mgmt',1,yes,Good,8/15/1995,yes,2
466,466,"Clark, NV",Nevada,195.88,12.0,'existing paid',retraining,3234,0.0,>=7,4,'male single',none,4,'life insurance',38,none,own,2,skilled,1,yes,Good,8/16/1995,yes,2
467,467,"New York, NY",New York,0.0,18.0,'existing paid',business,1950,0.0,4<=X<7,4,'male single',none,1,car,34,stores,own,2,skilled,1,no,Good,8/17/1995,no,0
468,468,"Suffolk, NY",New York,-3581.55,24.0,'existing paid','used car',2924,25.66,1<=X<4,3,'male single',Unknown,4,'no known property',63,bank,Other,0,Other,2,no,Bad,8/18/1995,no,2
469,469,"Multnomah, OR",Oregon,-2336.07,24.0,'delayed previously',radio/tv,1659,92.06,<1,4,'female div/dep/mar',none,2,car,29,none,rent,1,'unskilled resident',1,no,Bad,8/19/1995,no,0
470,470,"Philadelphia, PA",Pennsylvania,0.0,48.0,'delayed previously',radio/tv,7238,0.0,>=7,3,'male single',none,3,car,32,Other,own,2,Other,2,yes,Good,8/20/1995,yes,1
471,471,"Davidson, TN",Tennessee,0.0,20.0,no credit history,business,2764,0.0,1<=X<4,2,'female div/dep/mar',none,2,car,26,none,own,0,skilled,1,Unknown,Good,8/21/1995,Unknown,2
472,472,"Shelby, TN",Tennessee,0.0,24.0,no credit history,Unknown,4679,0.0,4<=X<7,0,'male single',none,3,car,35,none,own,2,'unskilled resident',1,yes,Good,8/22/1995,yes,2
473,473,"Travis, TX",Texas,46.31,24.0,'existing paid',radio/tv,3234,324.97,<1,3,'male mar/wid',none,2,car,22,none,rent,1,skilled,1,yes,Good,8/23/1995,yes,2
474,474,"Dallas, TX",Texas,-9963.11,20.0,'existing paid',education,448,37.26,<1,4,Unknown,none,4,'life insurance',23,Other,own,1,skilled,1,no,Good,8/24/1995,no,0
475,475,"Harris, TX",Texas,0.0,20.0,'existing paid','new car',654,0.0,1<=X<4,4,'male single',Unknown,3,car,28,none,own,1,'unskilled resident',1,no,Good,8/25/1995,no,0
476,476,"Bexar, TX",Texas,0.0,6.0,'existing paid',retraining,1238,0.0,unemployed,4,Unknown,none,0,'life insurance',36,none,own,1,'high qualif/self emp/mgmt',2,no,Bad,8/26/1995,no,0
477,477,"Milwaukee, WI",Wisconsin,0.0,18.0,'critical/other existing credit',radio/tv,1245,0.0,1<=X<4,4,'male mar/wid',none,0,car,33,none,Other,1,skilled,1,no,Good,8/27/1995,no,0
478,478,"Maricopa, AZ",Arizona,-4938.47,18.0,'no credits/all paid',furniture/equipment,3114,28.84,<1,1,'female div/dep/mar',Unknown,4,'life insurance',26,none,Other,1,skilled,1,Unknown,Bad,8/28/1995,Unknown,2
479,479,"Alameda, CA",California,0.0,39.0,'existing paid','used car',2569,0.0,1<=X<4,4,'male single',none,4,car,31,none,own,1,skilled,1,yes,Good,8/29/1995,yes,0
480,480,"Los Angeles, CA",California,1525.11,24.0,'existing paid',radio/tv,5152,12.95,4<=X<7,4,'male single',none,0,car,25,bank,own,1,skilled,1,Unknown,Bad,8/30/1995,Unknown,2
481,481,"Sacramento, CA",California,137.94,12.0,'existing paid',business,1037,446.02,4<=X<7,3,'male single',none,4,'real estate',31,none,own,1,'unskilled resident',1,yes,Good,8/31/1995,yes,0
482,482,"San Diego, CA",California,-1277.22,15.0,'critical/other existing credit',furniture/equipment,1478,0.0,>=7,4,'male single',Unknown,4,car,31,none,own,2,skilled,2,yes,Bad,9/1/1995,yes,0
483,483,"San Francisco, CA",California,28.6,12.0,no credit history,radio/tv,3573,0.0,1<=X<4,1,'female div/dep/mar',none,0,'real estate',23,none,own,1,'unskilled resident',Unknown,yes,Bad,9/2/1995,yes,2
484,484,"Fulton, GA",Georgia,35.33,24.0,'existing paid','new car',1201,98.3,<1,4,'male single',none,1,'life insurance',26,none,Other,1,skilled,1,yes,Bad,9/3/1995,yes,0
485,485,"Cook, IL",Illinois,-429.47,30.0,'existing paid',furniture/equipment,3622,3227.17,Unknown,4,Unknown,Unknown,4,Other,57,none,rent,2,skilled,1,no,Good,9/4/1995,no,2
486,486,"Marion, IN",Indiana,0.0,15.0,'delayed previously',furniture/equipment,960,0.0,4<=X<7,3,'female div/dep/mar',none,2,'life insurance',30,none,own,2,skilled,1,yes,Bad,9/5/1995,yes,0
487,487,"Orleans, LA",Louisiana,0.0,12.0,'critical/other existing credit','new car',1163,0.0,1<=X<4,4,'male single',Unknown,4,'real estate',44,none,own,1,skilled,1,Unknown,Good,9/6/1995,Unknown,0
488,488,"Baltimore city, MD",Maryland,6.78,6.0,no credit history,'new car',1209,78.37,unemployed,4,'male single',none,4,'life insurance',47,none,own,1,'high qualif/self emp/mgmt',1,no,Good,9/7/1995,no,0
489,489,"Wayne, MI",Michigan,0.0,12.0,'existing paid',Unknown,3077,0.0,1<=X<4,2,Unknown,none,4,car,52,none,own,1,skilled,1,yes,Good,9/8/1995,yes,2
490,490,"St. Louis, MO",Missouri,0.0,20.0,no credit history,Unknown,3757,0.0,Unknown,4,'female div/dep/mar','co applicant',0,'no known property',62,none,'for free',1,skilled,1,no,Good,9/9/1995,no,2
491,491,"Camden, NJ",New Jersey,0.0,10.0,'existing paid',Unknown,1418,0.0,1<=X<4,3,'male single',none,0,'real estate',35,none,rent,1,'unskilled resident',1,yes,Bad,9/10/1995,yes,0
492,492,"Essex, NJ",New Jersey,0.0,6.0,'existing paid',Unknown,3518,0.0,1<=X<4,2,'male single',guarantor,3,'life insurance',26,none,rent,1,skilled,1,no,Bad,9/11/1995,no,2
